ID_INTERNO,IDENTIFICACION,NOMBRE,APELLIDO,CORREO,TELEFONO,DIRECCION,VIGENCIA,TIPO_HECHO,GENERO,ESTADO_CIVIL,NACIONALIDAD,DEPA_PRO_COLEGIO,CIUDAD_PRO_COLEGIO,DEPA_RESI,CIUDAD_RESI,MODALIDAD,METODOLOGIA,JORNADA,FACULTAD,PROGRAMA,SEMESTRE,SEDE,CONDICION_ESTUDIANTE,COLEGIO,NATURALEZA_COLEGIO,RAZA,DISCAPACIDAD,EPS,ESTRATO,METODO DE PAGO,ESTADO DE CURSO
220,1025632882,Ángela,Osorio Castro,ángela.osorio220@uqvirtual.edu.co,3139967001,"Calle 17 # 16 - 96, La Tebaida",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,La Tebaida,Quindío,La Tebaida,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,8,Armenia,Sin info,SANTA TERESITA,Oficial,Sin info,Sin info,SISBEN,2,Icetex,Cursando
221,1051908849,Nicolás,Rodríguez Marín,nicolás.rodríguez221@uqvirtual.edu.co,3194159557,"Calle 27 # 16 - 39, Armenia",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Tolima,Mariquita,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en matematicas,10,Armenia,Sin info,INSTITUCION EDUCATIVA TECNICA MORENO Y ESCANDON,Oficial,Mestiza,NO APLICA,SISBEN,1,De contado,Finalizado
222,1093231857,Elizabeth,Acevedo Aguirre,elizabeth.acevedo222@uqvirtual.edu.co,3143996537,"Calle 50 # 17 - 95, Manzanares",2019-2,Inscrito,Mujer,Soltero,Colombiano,Caldas,Manzanares,Caldas,Manzanares,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,7,Manizales,Sin info,INSTITUCION EDUCATIVA MANZANARES,Oficial,Mestiza,NO APLICA,NUEVA EPS,2,Credito propio,Cursando
223,1006566830,Claudia,Marín Trujillo,claudia.marín223@uqvirtual.edu.co,3154432981,"Calle 33 # 6 - 26, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,5,Armenia,Sin info,CAMARA JUNIOR,Oficial,Mestiza,NO APLICA,ASMETSALUD,2,De contado,Abandonado
224,1006579184,Camilo,Acevedo Granada,camilo.acevedo224@uqvirtual.edu.co,3164149268,"Calle 34 # 5 - 85, Quinchia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Risaralda,Quinchia,Risaralda,Quinchia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ing. de Sistemas y Computacion,9,Armenia,Sin info,IE SAN ANDRES,Oficial,Mestiza,NO APLICA,CAFESALUD,1,De contado,Abandonado
225,1091580791,María,Mendoza Chica,maría.mendoza225@uqvirtual.edu.co,3113700665,"Calle 43 # 19 - 89, Bogotá D.C.",2019-2,Inscrito,Mujer,Casado,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,6,Armenia,Sin info,COL SANTA LUISA,Privada,Blanca,NO APLICA,SANITAS EPS,4,Icetex,Abandonado
226,1069763518,Carolina,Chica Serna,carolina.chica226@uqvirtual.edu.co,3133143485,"Calle 15 # 10 - 36, Salento",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Quindío,Salento,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en literatura y lengua castellana,10,Armenia,Sin info,COLEGIO JOHN F. KENNEDY (IED),Oficial,Mestiza,NO APLICA,CAFESALUD,1,Icetex,Finalizado
227,1077027316,Isabella,Mejía Ríos,isabella.mejía227@uqvirtual.edu.co,3142230794,"Calle 41 # 10 - 10, Armenia",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en literatura y lengua castellana,3,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Mestiza,NO APLICA,OTRO,2,De contado,Abandonado
228,1050856623,Cristina,Díaz Toro,cristina.díaz228@uqvirtual.edu.co,3105303909,"Calle 26 # 28 - 54, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Administracion Negocios Presencial,3,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Blanca,NO APLICA,NUEVA EPS,3,Icetex,Abandonado
229,1086270092,Bernardo,Villada Ibarra,bernardo.villada229@uqvirtual.edu.co,3189776119,"Calle 50 # 6 - 90, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,4,Armenia,Sin info,COLEGIO TOBERIN (IED),Oficial,Blanca,NO APLICA,SANITAS EPS,3,De contado,Abandonado
230,1035559809,Jorge,Giraldo Blanco,jorge.giraldo230@uqvirtual.edu.co,3117739986,"Calle 7 # 27 - 72, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Tumaco,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,6,Armenia,Sin info,IE. INST. TEC. INDUSTRIAL NAL.,Oficial,Negra,NO APLICA,SISBEN,1,Credito propio,Cursando
231,1001767805,Mariana,Quintero Mejía,mariana.quintero231@uqvirtual.edu.co,3229608495,"Calle 32 # 7 - 13, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. Ingenieria,Ing. de Sistemas y Computacion,4,Armenia,Sin info,ESCUELA NORMAL SUPERIOR,Oficial,Mestiza,NO APLICA,NUEVA EPS,2,Credito propio,Cursando
232,1071597438,Daniel,Martínez Blanco,daniel.martínez232@uqvirtual.edu.co,3162368518,"Calle 24 # 1 - 28, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Comunicacion Social-Periodismo,3,Armenia,Sin info,COLEGIO VISTA BELLA (IED),Oficial,Mestiza,NO APLICA,DIRECCIÓN GENERAL DE SANIDAD MILITAR,2,Credito propio,Cursando
233,1094002932,Luisa,Gallego Chica,luisa.gallego233@uqvirtual.edu.co,3222840249,"Calle 42 # 22 - 25, Santiago De Cali",2019-2,Inscrito,Mujer,Soltero,Colombiano,Valle Del Cauca,Santiago De Cali,Valle Del Cauca,Santiago De Cali,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Comunicacion Social-Periodismo,6,Armenia,Sin info,LA PRESENTACION EL PARAISO,Privada,Mestiza,NO APLICA,SANITAS EPS,2,Credito propio,Abandonado
234,1063969840,Elena,Granada Torres,elena.granada234@uqvirtual.edu.co,3208287562,"Calle 12 # 19 - 25, Calarca",2019-2,Inscrito,Mujer,Casado,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,10,Armenia,Sin info,RAFAEL URIBE URIBE,Oficial,Mestiza,NO APLICA,SERVICIOOCCIDENTALDESALUD,3,Icetex,Finalizado
235,1019929739,Yerson,Marín Chica,yerson.marín235@uqvirtual.edu.co,3212204405,"Calle 49 # 30 - 19, La Tebaida",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,La Tebaida,Quindío,La Tebaida,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Tec. en instrumentacion electronica,10,Armenia,Sin info,PEDACITO DE CIELO,Oficial,Negra,NO APLICA,COOMEVA EPS,1,De contado,Finalizado
236,1099997163,Diego,Toro Ortiz,diego.toro236@uqvirtual.edu.co,3194540568,"Calle 10 # 17 - 68, Pasto",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Ancuya,Nariño,Pasto,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INSTITUCION EDUCATIVA CARLOS ALBORNOZ ROSAS,Oficial,Mestiza,NO APLICA,OTRO,1,Icetex,Finalizado
237,1026425583,Mónica,Villada Villada,mónica.villada237@uqvirtual.edu.co,3201262257,"Calle 30 # 27 - 13, Sabanagrande",2019-2,Inscrito,Mujer,Soltero,Colombiano,Atlántico,Palmar De Varela,Atlántico,Sabanagrande,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,5,Armenia,Sin info,INSTITUCION EDUCATIVA COMERCIAL DE PALMAR,Oficial,Blanca,NO APLICA,SANITAS EPS,2,Icetex,Cursando
238,1082935689,Mónica,Chica Bermúdez,mónica.chica238@uqvirtual.edu.co,3181069073,"Calle 31 # 25 - 86, Caicedonia",2019-2,Inscrito,Mujer,Casado,Colombiano,Valle Del Cauca,Caicedonia,Valle Del Cauca,Caicedonia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,4,Armenia,Sin info,IE NORMAL SUPERIOR MARIA INMACULADA,Oficial,Blanca,NO APLICA,CAFESALUD,2,De contado,Abandonado
239,1037105023,Pedro,Montoya Serna,pedro.montoya239@uqvirtual.edu.co,3114964809,"Calle 49 # 21 - 99, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,1,Armenia,Sin info,INSTITUTO TECNICO INDUSTRIAL,Oficial,Mestiza,NO APLICA,COOMEVA EPS,1,De contado,Abandonado
240,1031494699,Diego,García Martínez,diego.garcía240@uqvirtual.edu.co,3173551793,"Calle 39 # 2 - 68, La Cruz",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,La Cruz,Nariño,La Cruz,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INSTITUCION EDUCATIVA DE BACHILLERATO,Oficial,Mestiza,NO APLICA,NUEVA EPS,1,De contado,Finalizado
241,1034511852,Eduardo,Fernández Palacio,eduardo.fernández241@uqvirtual.edu.co,3112930019,"Calle 48 # 7 - 85, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,3,Armenia,Sin info,INSTITUTO TECNICO INDUSTRIAL,Oficial,Mestiza,NO APLICA,COOMEVA EPS,3,De contado,Abandonado
242,1037892414,Marta,Pérez Gutiérrez,marta.pérez242@uqvirtual.edu.co,3197920214,"Calle 18 # 8 - 27, Circasia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Circasia,Quindío,Circasia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Administracion Negocios Presencial,6,Armenia,Sin info,LUIS EDUARDO CALVO CANO,Oficial,Blanca,NO APLICA,SISBEN,1,De contado,Abandonado
243,1027002353,Gloria,Cardona Pérez,gloria.cardona243@uqvirtual.edu.co,3226635844,"Calle 48 # 14 - 64, Santander De Quilichao",2019-2,Inscrito,Mujer,Casado,Colombiano,Cauca,Santander De Quilichao,Cauca,Santander De Quilichao,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Cali,Sin info,I.E. TECNICO AMBIENTAL FERNANDEZ GUERRA,Oficial,Negra,NO APLICA,SANITAS EPS,1,Credito propio,Finalizado
244,1051345705,Hugo,Toro Sánchez,hugo.toro244@uqvirtual.edu.co,3193303526,"Calle 42 # 16 - 52, Circasia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Circasia,Quindío,Circasia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,8,Armenia,Sin info,LUIS EDUARDO CALVO CANO,Oficial,Mestiza,NO APLICA,CAFESALUD,1,Credito propio,Cursando
245,1057314383,Marta,Granada Castro,marta.granada245@uqvirtual.edu.co,3153729765,"Calle 6 # 17 - 97, Popayan",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cauca,Popayan,Cauca,Popayan,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,2,Armenia,Sin info,GABRIELA MISTRAL,Oficial,Mestiza,NO APLICA,OTRO,2,De contado,Abandonado
246,1075712017,Elizabeth,Gallego Castrillón,elizabeth.gallego246@uqvirtual.edu.co,3205509632,"Calle 14 # 21 - 11, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. Ingenieria,Ing. de Sistemas y Computacion,6,Armenia,Sin info,NUESTRA SEÑORA DE BELEN,Oficial,Blanca,NO APLICA,SALUD TOTAL EPS,2,Icetex,Abandonado
247,1054564354,Camila,Muñoz Martínez,camila.muñoz247@uqvirtual.edu.co,3106852101,"Calle 48 # 27 - 17, Manizales",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Caldas,Manizales,Caldas,Manizales,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,5,Manizales,Sin info,INSTITUCIÓN  EDUCATIVA ISABEL LA CATOLICA,Oficial,Blanca,NO APLICA,SALUD TOTAL EPS,4,De contado,Cursando
248,1024955523,Elena,Reyes Franco,elena.reyes248@uqvirtual.edu.co,3127904609,"Calle 4 # 27 - 59, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,10,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Mestiza,NO APLICA,COOMEVA EPS,2,Credito propio,Finalizado
249,1047167574,Pablo,Álvarez Londoño,pablo.álvarez249@uqvirtual.edu.co,3187085462,"Calle 2 # 4 - 57, Samaniego",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Samaniego,Nariño,Samaniego,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INSTITUCION EDUCATIVA SIMON BOLIVAR,Oficial,Mestiza,NO APLICA,EMMSANAR,1,Credito propio,Finalizado
250,1020983361,Felipe,Vargas Moreno,felipe.vargas250@uqvirtual.edu.co,3221241346,"Calle 11 # 29 - 17, Bogotá D.C.",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,COLEGIO RUFINO JOSE CUERVO (IED),Oficial,Mestiza,NO APLICA,FAMISANAR EPS,3,Credito propio,Finalizado
251,1094353650,Juan,Hincapié Morales,juan.hincapié251@uqvirtual.edu.co,3221817308,"Calle 10 # 5 - 22, Zipaquira",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Cundinamarca,Zipaquira,Cundinamarca,Zipaquira,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,I.E.M. TECNICO INDUSTRIAL,Oficial,Mestiza,NO APLICA,SALUD TOTAL EPS,1,Icetex,Finalizado
252,1035794680,Felipe,Acosta Martínez,felipe.acosta252@uqvirtual.edu.co,3159047569,"Calle 29 # 29 - 66, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Sin Depto,Sin Ciudad,Quindío,Calarca,Postgrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Maestria en Admon,9,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,Sin info,1,Credito propio,Abandonado
253,1011715401,Mariana,Ocampo López,mariana.ocampo253@uqvirtual.edu.co,3151649660,"Calle 45 # 20 - 37, Calarca",2019-2,Inscrito,Mujer,Soltero,Colombiano,Meta,Acacias,Quindío,Calarca,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Quimica,1,Armenia,Sin info,IE LUIS CARLOS GALAN SARMIENTO,Oficial,Mestiza,NO APLICA,ASMETSALUD,1,Icetex,Cursando
254,1096051870,Iván,Vargas Serna,iván.vargas254@uqvirtual.edu.co,3132550317,"Calle 47 # 10 - 80, Circasia",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Quindío,Armenia,Quindío,Circasia,Pregrado,Distancia,Diurna,Fac. de Educacion,Lic. en Ciencias Sociales enfasis edu. basica,3,Armenia,Sin info,RUFINO JOSE CUERVO SUR,Oficial,Sin info,NO APLICA,COOMEVA EPS,2,De contado,Cursando
255,1011780703,Valentina,Giraldo Cardona,valentina.giraldo255@uqvirtual.edu.co,3183247628,"Calle 14 # 13 - 11, Bogotá D.C.",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,San Juan De Rioseco,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,3,Armenia,Sin info,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN JUAN DE RIOSECO,Oficial,Mestiza,NO APLICA,NUEVA EPS,3,Credito propio,Cursando
256,1021167425,Erika,Londoño Vargas,erika.londoño256@uqvirtual.edu.co,3112623756,"Calle 48 # 12 - 47, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Comunicacion Social-Periodismo,10,Armenia,Sin info,TERESITA MONTES,Oficial,Mestiza,NO APLICA,COOMEVA EPS,1,Credito propio,Finalizado
257,1024820671,Esteban,Chica Ocampo,esteban.chica257@uqvirtual.edu.co,3222462795,"Calle 11 # 26 - 52, Quinchia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Risaralda,Quinchia,Risaralda,Quinchia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,7,Armenia,Sin info,IE SAN ANDRES,Oficial,Mestiza,NO APLICA,CAFESALUD,1,Credito propio,Abandonado
258,1037360883,Sebastián,Ortiz López,sebastián.ortiz258@uqvirtual.edu.co,3122650535,"Calle 31 # 26 - 69, Montenegro",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Caldas,Manizales,Quindío,Montenegro,Pregrado,Presencial,Diurna,Fac. de ciencias agroindustriales,Ingenieria de Alimentos,9,Armenia,Sin info,INSTITUCIÓN EDUCATIVA CHIPRE,Oficial,Blanca,NO APLICA,COOMEVA EPS,2,Icetex,Abandonado
259,1061367629,Daniel,Hincapié Gallego,daniel.hincapié259@uqvirtual.edu.co,3116148717,"Calle 2 # 11 - 49, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,6,Armenia,Sin info,CAMARA JUNIOR,Oficial,Blanca,NO APLICA,SERVICIOOCCIDENTALDESALUD,2,De contado,Abandonado
260,1095229140,Luisa,Montoya González,luisa.montoya260@uqvirtual.edu.co,3164321826,"Calle 9 # 29 - 68, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,1,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Mestiza,NO APLICA,SURA,2,De contado,Cursando
261,1039396196,Marta,Granada Gallego,marta.granada261@uqvirtual.edu.co,3224909691,"Calle 19 # 2 - 52, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,10,Armenia,Sin info,LAURA VICUÑA,Oficial,Mestiza,NO APLICA,SANITAS EPS,2,Icetex,Finalizado
262,1013745655,Mariana,Fernández Fernández,mariana.fernández262@uqvirtual.edu.co,3213438160,"Calle 29 # 22 - 89, Venecia",2019-2,Inscrito,Mujer,Casado,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Venecia,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,LIC COQUIBACOA,Privada,Mestiza,NO APLICA,CRUZBLANCA,3,De contado,Finalizado
263,1006129741,Nicolás,Fernández Chica,nicolás.fernández263@uqvirtual.edu.co,3151473808,"Calle 46 # 25 - 76, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Genova,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INST GÉNOVA,Oficial,Mestiza,NO APLICA,OTRO,1,Icetex,Finalizado
264,1085132775,Miguel,Fernández Osorio,miguel.fernández264@uqvirtual.edu.co,3137667225,"Calle 48 # 28 - 87, Dos Quebradas",2019-2,Inscrito,Hombre,Soltero,Colombiano,Risaralda,Pereira,Risaralda,Dos Quebradas,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. Financiera,7,Pereira,Sin info,IE CARLOTA SANCHEZ,Oficial,Mestiza,NO APLICA,SERVICIOOCCIDENTALDESALUD,2,Icetex,Abandonado
265,1031997775,Juliana,Jaramillo Vélez,juliana.jaramillo265@uqvirtual.edu.co,3152938458,"Calle 21 # 22 - 55, Cucuta",2019-2,Inscrito,Mujer,Divorciado,Colombiano,Valle Del Cauca,Santiago De Cali,Norte De Santander,Cucuta,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,LICEO COMERCIAL SANTA LUCIA,Privada,Blanca,NO APLICA,OTRO,3,Icetex,Finalizado
266,1048750117,David,Álvarez Aguirre,david.álvarez266@uqvirtual.edu.co,3117943104,"Calle 4 # 4 - 50, Armenia",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,5,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Mestiza,NO APLICA,SURA,2,Icetex,Cursando
267,1092084029,Erika,Mendoza Correa,erika.mendoza267@uqvirtual.edu.co,3195146459,"Calle 28 # 17 - 80, Manizales",2019-2,Inscrito,Mujer,Casado,Colombiano,Caldas,Manizales,Caldas,Manizales,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Manizales,Sin info,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,Oficial,Mestiza,NO APLICA,SALUD TOTAL EPS,1,De contado,Finalizado
268,1043394899,Bernardo,Ramírez Arias,bernardo.ramírez268@uqvirtual.edu.co,3204914820,"Calle 30 # 24 - 14, Santiago De Cali",2019-2,Inscrito,Hombre,Casado,Colombiano,Cauca,Piendamo,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Cali,Sin info,CENTRO EDUCATIVO POLICARPA SALAVARRIETA,Oficial,Negra,NO APLICA,SANITAS EPS,2,Icetex,Finalizado
269,1013031418,Claudia,Giraldo Salazar,claudia.giraldo269@uqvirtual.edu.co,3125598202,"Calle 48 # 18 - 82, Riosucio",2019-2,Inscrito,Mujer,Soltero,Colombiano,Caldas,Riosucio,Caldas,Riosucio,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,6,Armenia,Sin info,INSTITUCION EDUCATIVA RIOSUCIO,Oficial,Mestiza,NO APLICA,NUEVA EPS,2,Credito propio,Abandonado
270,1086784238,Tatiana,Acosta Ríos,tatiana.acosta270@uqvirtual.edu.co,3224701164,"Calle 34 # 14 - 24, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Ciencias Naturales y Edu. Ambiental,10,Armenia,Sin info,RUFINO JOSE CUERVO SUR,Oficial,Blanca,NO APLICA,DIRECCIÓN GENERAL DE SANIDAD MILITAR,3,Icetex,Finalizado
271,1026177148,Julián,Echeverry Cardona,julián.echeverry271@uqvirtual.edu.co,3157348532,"Calle 26 # 11 - 47, Armenia",2019-2,Inscrito,Hombre,Casado,Colombiano,Valle Del Cauca,Zarzal,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. Ingenieria,Ing. de Sistemas y Computacion,8,Armenia,Sin info,IE SIMON BOLIVAR,Oficial,Blanca,NO APLICA,SURA,3,Credito propio,Cursando
272,1006455387,Guillermo,Mendoza Trujillo,guillermo.mendoza272@uqvirtual.edu.co,3218491819,"Calle 29 # 17 - 60, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Agua De Dios,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,10,Armenia,Sin info,INSTITUCION EDUCATIVA  DEPARTAMENTAL SALESIANO MIGUEL UNIA,Oficial,Blanca,NO APLICA,FAMISANAR EPS,3,Credito propio,Finalizado
273,1040460929,Ángela,Marín Patiño,ángela.marín273@uqvirtual.edu.co,3177574039,"Calle 27 # 25 - 26, Salento",2019-2,Inscrito,Mujer,Casado,Colombiano,Quindío,Armenia,Quindío,Salento,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Artes Visuales,1,Armenia,Sin info,NUESTRA SEÑORA DE FATIMA,Oficial,Mestiza,DEFICIENCIA COGNITIVA( RETARDO MENTAL),DIRECCIÓN GENERAL DE SANIDAD MILITAR,1,De contado,Cursando
274,1028290519,Cristian,Escobar Santana,cristian.escobar274@uqvirtual.edu.co,3215513281,"Calle 44 # 20 - 65, Armenia",2019-2,Inscrito,Hombre,Casado,Colombiano,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Maestria en Admon,10,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,SANITAS EPS,1,Icetex,Finalizado
275,1059502148,Daniela,Naranjo Suárez,daniela.naranjo275@uqvirtual.edu.co,3206923134,"Calle 9 # 24 - 71, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de ciencias agroindustriales,Ingenieria de Alimentos,1,Armenia,Sin info,TERESITA MONTES,Oficial,Blanca,NO APLICA,ASMETSALUD,2,De contado,Abandonado
276,1017489402,Laura,Cano Suárez,laura.cano276@uqvirtual.edu.co,3176290650,"Calle 8 # 12 - 33, Armenia",2019-2,Matriculado,Mujer,Otro,Sin registro,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Diurna,Fac. de Educacion,Maestria en ciencias de la educacion,10,Armenia,Continuidad,Sin colegio,Sin info,Sin info,Sin info,Sin info,1,De contado,Finalizado
277,1010118337,Gabriel,Granada Echeverry,gabriel.granada277@uqvirtual.edu.co,3219154256,"Calle 45 # 26 - 65, Medellin",2019-2,Inscrito,Hombre,Soltero,Colombiano,Antioquia,Bello,Antioquia,Medellin,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,IE FERNANDO VELEZ,Oficial,Blanca,NO APLICA,SALUD TOTAL EPS,3,Icetex,Finalizado
